Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Rodri,es ESP,MF,27,34,34,2931,32.6,8,9,17,8,0,0,8,1,4.1,4.1,3.9,8.0,76,376,55,0.25,0.28,0.52,0.25,0.52,0.12,0.12,0.24,0.12,0.24,Matches,Manchester City
Phil Foden,eng ENG,"FW,MF",23,35,33,2857,31.7,19,8,27,19,0,0,2,0,10.3,10.3,8.4,18.7,93,168,269,0.60,0.25,0.85,0.60,0.85,0.33,0.26,0.59,0.33,0.59,Matches,Manchester City
Ederson,br BRA,GK,29,33,33,2785,30.9,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Manchester City
Julián Álvarez,ar ARG,"MF,FW",23,36,31,2647,29.4,11,8,19,9,2,2,2,0,13.0,11.5,6.4,17.9,64,103,180,0.37,0.27,0.65,0.31,0.58,0.44,0.22,0.66,0.39,0.61,Matches,Manchester City
Kyle Walker,eng ENG,DF,33,32,30,2767,30.7,0,4,4,0,0,0,2,0,0.4,0.4,2.6,3.0,74,157,172,0.00,0.13,0.13,0.00,0.13,0.01,0.09,0.10,0.01,0.10,Matches,Manchester City
Bernardo Silva,pt POR,"MF,FW",28,33,29,2578,28.6,6,9,15,6,0,0,8,0,3.7,3.7,7.6,11.3,140,177,260,0.21,0.31,0.52,0.21,0.52,0.13,0.27,0.40,0.13,0.40,Matches,Manchester City
Erling Haaland,no NOR,FW,23,31,29,2552,28.4,27,5,32,20,7,8,1,0,29.2,22.9,4.3,27.2,35,26,126,0.95,0.18,1.13,0.71,0.88,1.03,0.15,1.18,0.81,0.96,Matches,Manchester City
Rúben Dias,pt POR,DF,26,30,28,2559,28.4,0,0,0,0,0,0,0,0,1.4,1.4,0.3,1.7,34,173,16,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches,Manchester City
Manuel Akanji,ch SUI,"DF,MF",28,30,28,2511,27.9,2,0,2,2,0,0,4,1,1.9,1.9,0.5,2.4,46,148,36,0.07,0.00,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09,Matches,Manchester City
Joško Gvardiol,hr CRO,DF,21,28,26,2328,25.9,4,1,5,4,0,0,3,0,3.1,3.1,1.4,4.5,63,136,115,0.15,0.04,0.19,0.15,0.19,0.12,0.06,0.18,0.12,0.18,Matches,Manchester City
Nathan Aké,nl NED,DF,28,29,24,2042,22.7,2,2,4,2,0,0,0,0,2.5,2.5,1.2,3.7,24,116,18,0.09,0.09,0.18,0.09,0.18,0.11,0.05,0.16,0.11,0.16,Matches,Manchester City
Jeremy Doku,be BEL,"FW,MF",21,29,18,1595,17.7,3,8,11,3,0,0,3,0,2.5,2.5,4.6,7.1,218,57,295,0.17,0.45,0.62,0.17,0.62,0.14,0.26,0.40,0.14,0.40,Matches,Manchester City
Mateo Kovačić,hr CRO,MF,29,30,16,1551,17.2,1,0,1,1,0,0,4,0,1.3,1.3,1.6,2.9,37,100,38,0.06,0.00,0.06,0.06,0.06,0.07,0.09,0.17,0.07,0.17,Matches,Manchester City
Kevin De Bruyne,be BEL,MF,32,18,15,1221,13.6,4,10,14,4,0,0,2,0,2.4,2.4,11.5,14.0,47,111,133,0.29,0.74,1.03,0.29,1.03,0.18,0.85,1.03,0.18,1.03,Matches,Manchester City
John Stones,eng ENG,"DF,MF",29,16,12,1064,11.8,1,0,1,1,0,0,2,0,1.0,1.0,0.2,1.3,16,57,24,0.08,0.00,0.08,0.08,0.08,0.09,0.02,0.11,0.09,0.11,Matches,Manchester City
Jack Grealish,eng ENG,"FW,MF",27,20,10,1009,11.2,3,1,4,3,0,0,6,0,2.1,2.1,2.5,4.6,87,50,146,0.27,0.09,0.36,0.27,0.36,0.19,0.22,0.41,0.19,0.41,Matches,Manchester City
Rico Lewis,eng ENG,"DF,MF",18,16,8,809,9.0,2,0,2,2,0,0,1,0,0.6,0.6,1.1,1.8,21,33,46,0.22,0.00,0.22,0.22,0.22,0.07,0.12,0.19,0.07,0.19,Matches,Manchester City
Matheus Nunes,pt POR,MF,24,17,7,661,7.3,0,2,2,0,0,0,0,0,0.8,0.8,1.1,2.0,28,34,58,0.00,0.27,0.27,0.00,0.27,0.11,0.15,0.27,0.11,0.27,Matches,Manchester City
Stefan Ortega,de GER,GK,30,9,5,635,7.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Manchester City
Oscar Bobb,no NOR,"FW,MF",20,14,2,302,3.4,1,1,2,1,0,0,0,0,1.4,1.4,1.2,2.6,13,25,38,0.30,0.30,0.60,0.30,0.60,0.41,0.37,0.78,0.41,0.78,Matches,Manchester City
,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,Manchester City
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Manchester City
Kalvin Phillips,eng ENG,MF,27,4,0,93,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,7,3,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,Manchester City
Sergio Gómez,es ESP,"FW,MF",22,6,0,53,0.6,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,4,2,4,0.00,1.70,1.70,0.00,1.70,0.41,0.31,0.73,0.41,0.73,Matches,Manchester City
Aymeric Laporte,es ESP,DF,29,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.27,0.27,0.27,Matches,Manchester City
Cole Palmer,eng ENG,MF,21,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Manchester City
James Mcatee,eng ENG,MF,20,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Manchester City
Scott Carson,eng ENG,GK,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City
Micah Hamilton,eng ENG,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City
Máximo Perrone,ar ARG,MF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City
Mahamadou Susoho,es ESP,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City
Jacob Wright,eng ENG,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester City
Squad Total,,,26.6,38,418,3420,38.0,94,69,163,85,9,10,53,2,80.5,72.9,60.2,133.1,1127,2060,2032,2.47,1.82,4.29,2.24,4.05,2.12,1.58,3.70,1.92,3.50,,Manchester City
Opponent Total,,,26.4,38,418,3420,38.0,33,23,56,30,3,3,93,2,35.6,33.2,26.4,59.6,470,824,822,0.87,0.61,1.47,0.79,1.39,0.94,0.69,1.63,0.87,1.57,,Manchester City
William Saliba,fr FRA,DF,22,38,38,3420,38.0,2,1,3,2,0,0,4,0,1.6,1.6,0.2,1.8,16,157,6,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,Matches,Arsenal
Declan Rice,eng ENG,MF,24,38,37,3225,35.8,7,8,15,7,0,0,5,0,3.3,3.3,5.3,8.6,75,278,64,0.20,0.22,0.42,0.20,0.42,0.09,0.15,0.24,0.09,0.24,Matches,Arsenal
Martin Ødegaard,no NOR,MF,24,35,35,3091,34.3,8,10,18,6,2,2,2,0,7.4,5.8,9.6,15.5,91,344,202,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.50,0.17,0.45,Matches,Arsenal
Ben White,eng ENG,DF,25,37,35,2988,33.2,4,4,8,4,0,0,8,0,1.2,1.2,3.8,5.0,44,192,162,0.12,0.12,0.24,0.12,0.24,0.03,0.11,0.15,0.03,0.15,Matches,Arsenal
Bukayo Saka,eng ENG,FW,21,35,35,2919,32.4,16,9,25,10,6,6,4,0,15.5,10.8,10.5,21.2,155,126,508,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.80,0.33,0.65,Matches,Arsenal
Gabriel Magalhães,br BRA,DF,25,36,34,3044,33.8,4,0,4,4,0,0,4,0,4.3,4.3,0.7,5.0,13,117,8,0.12,0.00,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15,Matches,Arsenal
David Raya,es ESP,GK,27,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Arsenal
Kai Havertz,de GER,"MF,FW",24,37,30,2634,29.3,13,7,20,12,1,1,11,0,12.3,11.6,4.4,15.9,55,99,191,0.44,0.24,0.68,0.41,0.65,0.42,0.15,0.57,0.39,0.54,Matches,Arsenal
Gabriel Martinelli,br BRA,FW,22,35,24,2019,22.4,6,4,10,6,0,0,1,0,6.8,6.8,6.1,12.9,127,65,345,0.27,0.18,0.45,0.27,0.45,0.31,0.27,0.58,0.31,0.58,Matches,Arsenal
Oleksandr Zinchenko,ua UKR,DF,26,27,20,1722,19.1,1,2,3,1,0,0,2,0,0.6,0.6,2.5,3.1,40,229,58,0.05,0.10,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,Matches,Arsenal
Leandro Trossard,be BEL,"FW,MF",28,34,18,1649,18.3,12,1,13,12,0,0,2,0,7.9,7.9,2.8,10.7,66,76,155,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,Matches,Arsenal
Gabriel Jesus,br BRA,FW,26,27,17,1478,16.4,4,5,9,4,0,0,6,0,6.3,6.3,3.8,10.1,38,42,155,0.24,0.30,0.55,0.24,0.55,0.39,0.23,0.62,0.39,0.62,Matches,Arsenal
Jakub Kiwior,pl POL,DF,23,20,11,946,10.5,1,3,4,1,0,0,1,0,0.8,0.8,0.9,1.7,4,55,16,0.10,0.29,0.38,0.10,0.38,0.08,0.09,0.16,0.08,0.16,Matches,Arsenal
Takehiro Tomiyasu,jp JPN,DF,24,22,10,1149,12.8,2,1,3,2,0,0,2,1,1.5,1.5,0.4,1.9,17,72,37,0.16,0.08,0.23,0.16,0.23,0.12,0.03,0.15,0.12,0.15,Matches,Arsenal
Eddie Nketiah,eng ENG,FW,24,27,10,1082,12.0,5,2,7,5,0,0,3,0,4.5,4.5,0.8,5.4,22,20,77,0.42,0.17,0.58,0.42,0.58,0.38,0.07,0.45,0.38,0.45,Matches,Arsenal
Jorginho,it ITA,MF,31,24,10,921,10.2,0,2,2,0,0,0,1,0,0.1,0.1,1.4,1.5,8,101,8,0.00,0.20,0.20,0.00,0.20,0.01,0.13,0.14,0.01,0.14,Matches,Arsenal
Thomas Partey,gh GHA,"MF,DF",30,14,9,788,8.8,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,15,72,10,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Matches,Arsenal
Aaron Ramsdale,eng ENG,GK,25,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Arsenal
Emile Smith Rowe,eng ENG,MF,23,13,3,353,3.9,0,1,1,0,0,0,0,0,2.0,2.0,0.2,2.2,11,23,18,0.00,0.25,0.25,0.00,0.25,0.50,0.06,0.56,0.50,0.56,Matches,Arsenal
Fabio Vieira,pt POR,"MF,FW",23,11,2,297,3.3,1,2,3,0,1,1,0,1,1.3,0.5,1.6,2.1,12,15,30,0.30,0.61,0.91,0.00,0.61,0.38,0.49,0.87,0.14,0.64,Matches,Arsenal
,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,Arsenal
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Arsenal
Reiss Nelson,eng ENG,FW,23,15,1,268,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,9,5,26,0.00,0.00,0.00,0.00,0.00,0.07,0.20,0.27,0.07,0.27,Matches,Arsenal
Jurriën Timber,nl NED,DF,22,2,1,71,0.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,8,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Arsenal
Cédric Soares,pt POR,DF,31,3,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Arsenal
Mohamed Elneny,eg EGY,MF,31,3,0,28,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,0,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.26,0.26,0.26,Matches,Arsenal
Ethan Nwaneri,eng ENG,FW,16,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches,Arsenal
Mauro Bandeira,pt POR,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
Bradley Ibrahim,eng ENG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
Karl Jakob Hein,ee EST,GK,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
Myles Lewis-Skelly,eng ENG,DF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
Charles Sagoe Jr,eng ENG,FW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
James Sweet,wls WAL,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
Reuell Walters,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Arsenal
Squad Total,,,25.0,38,418,3420,38.0,86,62,148,76,10,10,64,2,76.1,68.5,55.3,123.8,821,2106,2088,2.26,1.63,3.89,2.00,3.63,2.00,1.46,3.46,1.80,3.26,,Arsenal
Opponent Total,,,26.3,38,418,3420,38.0,28,20,48,26,2,3,82,2,27.9,25.7,19.9,45.6,534,938,922,0.74,0.53,1.26,0.68,1.21,0.73,0.52,1.26,0.68,1.20,,Arsenal
Virgil van Dijk,nl NED,DF,32,36,36,3177,35.3,2,2,4,2,0,0,3,1,2.8,2.8,1.6,4.4,32,200,7,0.06,0.06,0.11,0.06,0.11,0.08,0.04,0.12,0.08,0.12,Matches,Liverpool
Luis Díaz,co COL,FW,26,37,32,2629,29.2,8,5,13,8,0,0,3,0,11.9,11.9,5.7,17.5,137,113,302,0.27,0.17,0.45,0.27,0.45,0.41,0.19,0.60,0.41,0.60,Matches,Liverpool
Alexis Mac Allister,ar ARG,MF,24,33,31,2599,28.9,5,5,10,4,1,1,7,1,3.7,2.9,3.6,6.4,44,209,48,0.17,0.17,0.35,0.14,0.31,0.13,0.12,0.25,0.10,0.22,Matches,Liverpool
Mohamed Salah,eg EGY,FW,31,32,28,2534,28.2,18,10,28,13,5,7,2,0,21.2,15.5,11.8,27.3,98,147,341,0.64,0.36,0.99,0.46,0.82,0.75,0.42,1.17,0.55,0.97,Matches,Liverpool
Alisson,br BRA,GK,30,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Liverpool
Trent Alexander-Arnold,eng ENG,DF,24,28,25,2155,23.9,3,4,7,3,0,0,6,0,2.6,2.3,7.2,9.5,45,205,97,0.13,0.17,0.29,0.13,0.29,0.11,0.30,0.41,0.10,0.40,Matches,Liverpool
Dominik Szoboszlai,hu HUN,MF,22,33,25,2104,23.4,3,2,5,3,0,0,1,0,3.7,3.7,5.8,9.5,75,152,160,0.13,0.09,0.21,0.13,0.21,0.16,0.25,0.40,0.16,0.40,Matches,Liverpool
Darwin Núñez,uy URU,FW,24,36,22,2047,22.7,11,8,19,11,0,1,9,0,16.3,15.5,6.0,21.5,58,54,206,0.48,0.35,0.84,0.48,0.84,0.72,0.27,0.98,0.68,0.95,Matches,Liverpool
Wataru Endo,jp JPN,MF,30,29,20,1722,19.1,1,0,1,1,0,0,10,0,0.5,0.5,1.7,2.3,10,101,21,0.05,0.00,0.05,0.05,0.05,0.03,0.09,0.12,0.03,0.12,Matches,Liverpool
Andrew Robertson,sct SCO,DF,29,23,18,1693,18.8,3,2,5,3,0,0,2,0,1.9,1.9,5.4,7.3,63,140,130,0.16,0.11,0.27,0.16,0.27,0.10,0.29,0.39,0.10,0.39,Matches,Liverpool
Joe Gomez,eng ENG,DF,26,32,17,1786,19.8,0,1,1,0,0,0,5,0,0.8,0.8,1.3,2.1,44,100,105,0.00,0.05,0.05,0.00,0.05,0.04,0.07,0.10,0.04,0.10,Matches,Liverpool
Cody Gakpo,nl NED,"FW,MF",24,35,17,1649,18.3,8,5,13,8,0,0,1,0,9.0,9.0,2.9,11.8,43,83,130,0.44,0.27,0.71,0.44,0.71,0.49,0.16,0.64,0.49,0.64,Matches,Liverpool
Ibrahima Konaté,fr FRA,DF,24,22,17,1574,17.5,0,0,0,0,0,0,5,1,0.7,0.7,0.4,1.1,24,118,3,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches,Liverpool
Curtis Jones,eng ENG,MF,22,23,14,1167,13.0,1,1,2,1,0,0,3,1,2.6,2.6,0.7,3.3,31,74,88,0.08,0.08,0.15,0.08,0.15,0.20,0.05,0.25,0.20,0.25,Matches,Liverpool
Diogo Jota,pt POR,FW,26,21,14,1145,12.7,10,3,13,10,0,0,3,1,5.3,5.3,3.3,8.6,54,34,111,0.79,0.24,1.02,0.79,1.02,0.42,0.26,0.68,0.42,0.68,Matches,Liverpool
Jarell Quansah,eng ENG,DF,20,17,13,1190,13.2,2,0,2,2,0,0,1,0,1.0,1.0,0.1,1.1,13,67,1,0.15,0.00,0.15,0.15,0.15,0.08,0.01,0.08,0.08,0.08,Matches,Liverpool
Ryan Gravenberch,nl NED,MF,21,26,12,1121,12.5,1,0,1,1,0,0,0,0,2.0,2.0,0.9,2.9,39,78,71,0.08,0.00,0.08,0.08,0.08,0.16,0.07,0.23,0.16,0.23,Matches,Liverpool
Harvey Elliott,eng ENG,"MF,FW",20,34,11,1352,15.0,3,6,9,3,0,0,2,0,2.7,2.7,3.5,6.2,44,128,122,0.20,0.40,0.60,0.20,0.60,0.18,0.23,0.42,0.18,0.42,Matches,Liverpool
Caoimhín Kelleher,ie IRL,GK,24,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Liverpool
Conor Bradley,nir NIR,DF,20,11,10,753,8.4,1,3,4,1,0,0,2,0,0.9,0.9,1.5,2.3,35,29,64,0.12,0.36,0.48,0.12,0.48,0.10,0.17,0.28,0.10,0.28,Matches,Liverpool
,,,,,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,Liverpool
Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Liverpool
Joël Matip,cm CMR,DF,31,10,9,781,8.7,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,8,34,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.06,0.06,0.06,Matches,Liverpool
Kostas Tsimikas,gr GRE,DF,27,13,8,679,7.5,0,3,3,0,0,0,0,0,0.1,0.1,1.0,1.1,24,31,73,0.00,0.40,0.40,0.00,0.40,0.01,0.14,0.15,0.01,0.15,Matches,Liverpool
Bobby Clark,eng ENG,MF,18,5,1,89,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,7,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches,Liverpool
Stefan Bajcetic,es ESP,MF,18,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Liverpool
Ben Doak,sct SCO,FW,17,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Liverpool
Jayden Danns,eng ENG,FW,17,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Liverpool
Owen Beck,wls WAL,DF,20,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Liverpool
Thiago Alcántara,es ESP,MF,32,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Liverpool
James McConnell,eng ENG,MF,18,3,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Liverpool
Kaide Gordon,eng ENG,FW,18,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Liverpool
Adrián,es ESP,GK,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Luke Chambers,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Lewis Koumas,wls WAL,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Fabian Mrozek,pl POL,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Amara Nallo,eng ENG,DF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Trey Nyoni,eng ENG,MF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Marcelo Pitaluga,br BRA,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Calum Scanlon,eng ENG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Liverpool
Squad Total,,,26.3,38,418,3420,38.0,80,60,140,74,6,9,69,5,87.8,80.4,63.7,144.1,924,2110,2091,2.11,1.58,3.68,1.95,3.53,2.31,1.68,3.98,2.12,3.79,,Liverpool
Opponent Total,,,26.2,38,418,3420,38.0,39,27,66,38,1,1,98,4,45.7,45.0,33.9,78.9,559,1154,1145,1.03,0.71,1.74,1.00,1.71,1.20,0.89,2.10,1.18,2.08,,Liverpool
Ollie Watkins,eng ENG,FW,27,37,37,3217,35.7,19,13,32,19,0,0,4,0,16.8,16.8,7.3,24.2,62,55,214,0.53,0.36,0.90,0.53,0.90,0.47,0.21,0.68,0.47,0.68,Matches,Aston Villa
Ezri Konsa,eng ENG,DF,25,35,35,3069,34.1,1,0,1,1,0,0,5,0,2.5,2.5,0.5,3.0,37,136,33,0.03,0.00,0.03,0.03,0.03,0.07,0.02,0.09,0.07,0.09,Matches,Aston Villa
John McGinn,sct SCO,"MF,FW",28,35,35,2999,33.3,6,4,10,6,0,0,9,1,5.0,5.0,4.6,9.6,59,189,84,0.18,0.12,0.30,0.18,0.30,0.15,0.14,0.29,0.15,0.29,Matches,Aston Villa
Douglas Luiz,br BRA,MF,25,35,35,2993,33.3,9,5,14,5,4,4,12,0,6.9,3.8,5.4,9.2,60,168,50,0.27,0.15,0.42,0.15,0.30,0.21,0.16,0.37,0.11,0.28,Matches,Aston Villa
Emiliano Martínez,ar ARG,GK,30,34,34,3015,33.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,Aston Villa
Pau Torres,es ESP,DF,26,29,27,2464,27.4,2,0,2,2,0,0,1,0,1.0,1.0,0.4,1.4,42,128,16,0.07,0.00,0.07,0.07,0.07,0.04,0.02,0.05,0.04,0.05,Matches,Aston Villa
Lucas Digne,fr FRA,DF,30,33,27,2410,26.8,1,3,4,1,0,0,7,0,1.1,1.1,4.1,5.2,42,77,200,0.04,0.11,0.15,0.04,0.15,0.04,0.15,0.19,0.04,0.19,Matches,Aston Villa
Moussa Diaby,fr FRA,"FW,MF",24,38,25,2174,24.2,6,8,14,6,0,0,1,0,7.0,7.0,6.6,13.6,94,72,183,0.25,0.33,0.58,0.25,0.58,0.29,0.27,0.56,0.29,0.56,Matches,Aston Villa
Matty Cash,pl POL,DF,25,29,23,2142,23.8,2,2,4,2,0,0,8,0,4.2,4.2,2.3,6.5,62,88,101,0.08,0.08,0.17,0.08,0.17,0.18,0.10,0.27,0.18,0.27,Matches,Aston Villa
Leon Bailey,jm JAM,"MF,FW",25,35,22,2068,23.0,10,9,19,10,0,0,5,0,6.3,6.3,9.2,15.5,102,82,226,0.44,0.39,0.83,0.44,0.83,0.27,0.40,0.67,0.27,0.67,Matches,Aston Villa
Diego Carlos,br BRA,DF,30,27,20,1816,20.2,0,0,0,0,0,0,4,0,1.9,1.9,0.1,2.0,4,59,1,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches,Aston Villa
